Chemical Shift (ppm),Intensity
1.2014145864949286,474.05453596604633
1.2486259269474156,471.7344442614478
1.293643433323202,463.1329512804616
1.3321964298500195,451.29842532767685
1.368564290292777,434.34313649146645
1.4097451694310066,429.4166964989458
1.4471376448482904,442.784658802289
1.4837214427495766,459.190482260462
1.5160890130458755,468.63166219135593
1.559821321849272,460.4116181445759
1.5900332653972715,440.4785496165048
1.6103450163327349,422.6532118927348
1.615284671017632,413.38560613091335
1.6216518678955332,403.6334395258991
1.627980323204174,388.7116947726404
1.63710602631948,365.1032597768786
1.6441079991500818,344.5678982491716
1.6531922980453189,315.434587637932
1.663616575959836,274.1325051896275
1.6950508804559763,171.77251139336184
1.6971330258407358,163.15045283883848
1.702665015726342,137.43646431053057
1.705409942444624,121.76817883689318
1.713846817795822,101.73040017898828
1.725419363871421,70.4211838083769
1.73070219620764,59.20329033926871
1.7591670294025707,38.03502534338836
1.7519497946378118,29.84637253202328
1.784382149411932,60.66371270370556
1.7909026008627862,71.36145317701931
1.797510634506299,93.74594248325695
1.806305370126133,121.4601434215073
1.8085280178883656,131.58637086116957
1.815138048519985,154.23733326783216
1.819545401270433,169.42679923908224
1.823924796187394,180.88564180438263
1.832727020512626,209.5991168692267
1.8408595215932992,244.43250759932647
1.85034894280902,269.3577066276332
1.854774268452424,286.94543050270806
1.8613454687597557,304.4149715122184
1.8680088792004368,334.188802190558
1.8767179725589145,350.4751138791546
1.8811125445854828,363.9591520076848
1.887676145243632,380.4146148294667
1.8942147835504533,393.5391638959365
1.8985981724436267,405.5309526620869
1.915930831012833,426.69091382393606
1.9267517107652476,438.3103891200313
1.9504729739248543,452.57477531342187
1.985430635144609,462.2897776577499
2.021788455571171,443.99477416049416
2.059822199313743,434.4870381432476
2.1070953132649826,440.4098476784615
2.1456839702936974,433.3337699475513
2.176271475757059,422.5921254529853
2.2013417024805304,412.2457419614452
2.230066776081164,398.521560069724
2.2526679180157227,386.0876274387038
2.269778998392236,377.68074851301856
2.2997269731693115,363.4469661623559
2.3232482788607887,351.0295277021465
2.3381825166765453,338.60855290883234
2.372366198321605,316.6602390881303
2.398048758655249,306.1768836088041
2.4215577020394017,292.10984976501146
2.4515050182858755,277.7881947371848
2.4864619139142774,263.529510707576
2.5363361910354167,253.697808504042
2.5822573803476137,251.0981740170112
2.6252598377376297,260.07191533060376
2.655404743013773,272.1160464493625
2.6855699583985824,286.8703076931842
2.714309056425552,302.2992562224859
2.7416231069097385,318.5456454839241
2.7632021609880315,333.4173407227704
2.782620382010535,346.4112084130456
2.8063702921230167,364.4981723806912
2.8387056186337536,382.368303657122
2.864588758988645,398.6498447630202
2.888288435657771,410.0337836327695
2.9055453208906536,421.08274022887457
2.944299734668057,436.1248286512345
2.968527818431615,446.4035058508969
3.015464343661787,456.9920848417484
3.060393144264793,458.5891717156578
3.1075471045923613,448.61241959218177
3.1504686711887304,446.7922956284928
3.197804564529028,461.0922298911408
3.238869075308887,457.006934697673
3.2745919952351445,442.6580702941616
3.305911465518925,449.1068307304956
3.3357201789039923,459.2591063837685
3.349098575437171,469.98866229838114
3.395386991362894,471.8306438684213
3.4426163047083365,471.9088100676475
3.48985003563353,472.5764470647835
3.5370771704464934,472.36391533627335
3.582594977843599,473.2296732208545
3.631550986349945,474.5470582864429
3.67877213019859,473.535107256658
3.72599188220704,472.3374325508192
3.7732353560136,474.3051352803316
3.820449480146477,472.3564909278405
3.867690593876184,474.0092709023052
3.9131826195516894,471.4347803109756
3.960000328232227,473.88111570345774
4.009366673013458,472.6610807823084
4.056596228418066,472.7715467512831
4.103818219473785,471.8726449156176
4.148886286994931,470.0179047684301
4.19826231051185,470.0893761406738
4.247192246825599,467.9277530066534
4.292674994373335,464.1152122408644
4.33992978444583,467.5929292061183
4.387150625720519,466.54060346414775
4.4343862671841165,467.4631779296555
4.481597088938395,465.0738724327388
4.528838904639678,466.8203217394743
4.576084593287593,469.0835673621852
4.623325864355756,470.7573421869864
4.670570100648685,472.8267891912065
4.718236209756272,473.8982232349011
4.765026367262718,472.6681988346113
4.7993659816924845,471.52716597324
